,BldgType,MSZoning,LotShape,LandSlope,Condition1,Condition2,Heating,HeatingQC,CentralAir,ExterCond,Functional,LotArea,LowQualFinSF,GrLivArea,PoolArea,GarageCars,ScreenPorch,OverallQual,OverallCond,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,WoodDeckSF,OpenPorchSF,3SsnPorch,YearBuilt,YearRemodAdd,MoSold,YrSold,SalePricePerSqf
20,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,14215.0,0.0,2376.0,0.0,3.0,0.0,8.0,5.0,3.0,1.0,4.0,1.0,9.0,240.0,154.0,0.0,2005.0,2006.0,11.0,2006.0,22.884277172001408
21,0.0,4.0,3.0,0.0,2.0,,1.0,0.0,1.0,4.0,6.0,7449.0,0.0,1108.0,0.0,1.0,0.0,7.0,7.0,1.0,0.0,3.0,1.0,6.0,0.0,0.0,0.0,1930.0,1950.0,6.0,2007.0,18.71392133172238
22,0.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,9742.0,0.0,1795.0,0.0,2.0,0.0,8.0,5.0,2.0,0.0,3.0,1.0,7.0,171.0,159.0,0.0,2002.0,2002.0,9.0,2008.0,23.609115171422705
23,4.0,4.0,3.0,0.0,2.0,2.0,1.0,,,4.0,6.0,,0.0,1060.0,0.0,2.0,0.0,5.0,7.0,1.0,0.0,3.0,1.0,6.0,100.0,110.0,0.0,1976.0,1976.0,6.0,2007.0,
24,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,6.0,8246.0,0.0,1060.0,0.0,,0.0,5.0,8.0,1.0,0.0,3.0,1.0,6.0,406.0,90.0,0.0,1968.0,2001.0,5.0,2010.0,18.67572156196944
25,0.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,14230.0,0.0,1600.0,0.0,3.0,0.0,8.0,5.0,2.0,0.0,3.0,1.0,7.0,0.0,56.0,0.0,2007.0,2007.0,7.0,2009.0,18.011243851018975
26,0.0,3.0,3.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,6.0,7200.0,0.0,900.0,0.0,2.0,0.0,5.0,7.0,1.0,0.0,3.0,1.0,5.0,222.0,32.0,0.0,1951.0,2000.0,5.0,2010.0,18.72222222222222
27,0.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,11478.0,0.0,1704.0,0.0,3.0,0.0,8.0,5.0,2.0,0.0,3.0,1.0,7.0,0.0,50.0,0.0,2007.0,2008.0,,2010.0,26.659696811291166
28,0.0,3.0,0.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,6.0,16321.0,0.0,1600.0,0.0,1.0,0.0,5.0,6.0,1.0,0.0,2.0,1.0,6.0,288.0,258.0,0.0,1957.0,1997.0,12.0,2006.0,12.713681759696097
29,0.0,4.0,0.0,,1.0,6.0,1.0,1.0,0.0,4.0,6.0,6324.0,0.0,520.0,0.0,1.0,0.0,4.0,6.0,1.0,0.0,1.0,1.0,4.0,49.0,0.0,0.0,1927.0,1950.0,5.0,2008.0,10.831752055660974
30,0.0,0.0,3.0,0.0,1.0,2.0,1.0,4.0,0.0,1.0,6.0,8500.0,0.0,1317.0,0.0,1.0,0.0,4.0,4.0,1.0,0.0,3.0,1.0,6.0,0.0,54.0,0.0,1920.0,1950.0,7.0,2008.0,4.705882352941177
31,0.0,3.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,8544.0,0.0,1228.0,0.0,1.0,0.0,5.0,6.0,1.0,1.0,3.0,1.0,6.0,0.0,65.0,0.0,1966.0,,6.0,2008.0,17.480102996254683
32,0.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,11049.0,0.0,,0.0,2.0,0.0,8.0,5.0,2.0,0.0,3.0,1.0,7.0,0.0,30.0,0.0,2007.0,2007.0,1.0,2008.0,16.282016472078922
33,0.0,3.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,10552.0,0.0,1700.0,0.0,2.0,0.0,5.0,5.0,1.0,1.0,4.0,1.0,6.0,0.0,38.0,0.0,1959.0,1959.0,4.0,2010.0,15.684230477634571
34,4.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,7313.0,0.0,1561.0,0.0,2.0,0.0,9.0,5.0,2.0,0.0,2.0,1.0,6.0,203.0,47.0,0.0,2005.0,2005.0,,2007.0,37.94612334199371
35,0.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,13418.0,0.0,2452.0,0.0,3.0,0.0,8.0,5.0,3.0,1.0,4.0,1.0,9.0,113.0,32.0,0.0,2004.0,2005.0,9.0,2006.0,23.02876732747056
36,0.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,10859.0,0.0,1097.0,0.0,2.0,0.0,5.0,5.0,1.0,1.0,3.0,1.0,6.0,392.0,64.0,0.0,1994.0,,6.0,2009.0,13.352979095681002
37,0.0,3.0,3.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,8532.0,0.0,1297.0,0.0,2.0,0.0,,6.0,,0.0,3.0,1.0,5.0,0.0,0.0,0.0,1954.0,1990.0,10.0,2009.0,17.932489451476794
38,0.0,3.0,3.0,0.0,2.0,2.0,1.0,4.0,1.0,2.0,6.0,7922.0,0.0,1057.0,0.0,1.0,0.0,5.0,7.0,1.0,0.0,3.0,1.0,5.0,0.0,52.0,0.0,1953.0,2007.0,1.0,2010.0,13.759151729361273
39,2.0,3.0,3.0,0.0,2.0,2.0,1.0,4.0,0.0,4.0,6.0,6040.0,0.0,1152.0,0.0,0.0,0.0,4.0,5.0,2.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0,1955.0,1955.0,6.0,2008.0,13.57615894039735
40,0.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,8658.0,0.0,1324.0,0.0,2.0,0.0,6.0,5.0,2.0,0.0,3.0,1.0,6.0,0.0,138.0,0.0,1965.0,1965.0,12.0,2006.0,18.48001848001848
41,0.0,3.0,3.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,6.0,16905.0,0.0,1328.0,0.0,1.0,0.0,5.0,6.0,1.0,,2.0,1.0,5.0,0.0,104.0,0.0,1959.0,1959.0,7.0,2007.0,10.056196391600118
42,0.0,3.0,0.0,0.0,2.0,,1.0,2.0,1.0,4.0,6.0,,0.0,884.0,0.0,2.0,0.0,5.0,7.0,1.0,0.0,2.0,1.0,5.0,240.0,0.0,0.0,1983.0,1983.0,12.0,2007.0,
43,0.0,3.0,0.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,6.0,9200.0,0.0,938.0,0.0,1.0,0.0,,6.0,1.0,0.0,3.0,1.0,5.0,145.0,0.0,0.0,1975.0,1980.0,7.0,2008.0,14.157608695652174
44,0.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,7945.0,,1150.0,0.0,1.0,0.0,5.0,6.0,1.0,0.0,,1.0,6.0,0.0,0.0,0.0,1959.0,1959.0,5.0,2006.0,17.74701069855255
45,4.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,7658.0,0.0,1752.0,0.0,2.0,0.0,9.0,5.0,2.0,0.0,2.0,1.0,6.0,196.0,82.0,0.0,2005.0,2005.0,2.0,2010.0,41.773308957952466
46,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,12822.0,0.0,2149.0,0.0,2.0,198.0,7.0,5.0,1.0,1.0,1.0,1.0,6.0,168.0,43.0,0.0,2003.0,2003.0,8.0,2009.0,18.693339572609577
47,0.0,1.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,11096.0,0.0,1656.0,0.0,3.0,0.0,8.0,5.0,2.0,0.0,3.0,1.0,7.0,0.0,146.0,0.0,2006.0,2006.0,7.0,2007.0,22.50360490266763
48,1.0,4.0,3.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,4456.0,0.0,1452.0,0.0,0.0,0.0,4.0,5.0,2.0,0.0,2.0,3.0,8.0,0.0,0.0,0.0,1920.0,2008.0,6.0,2009.0,25.359066427289047
49,0.0,3.0,3.0,0.0,2.0,,1.0,0.0,1.0,4.0,6.0,7742.0,0.0,955.0,0.0,1.0,0.0,5.0,7.0,1.0,0.0,3.0,1.0,6.0,0.0,0.0,0.0,1966.0,1966.0,1.0,2007.0,16.404029966416946
50,0.0,3.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,13869.0,0.0,1470.0,0.0,2.0,0.0,6.0,6.0,2.0,0.0,3.0,1.0,6.0,0.0,75.0,0.0,1997.0,1997.0,7.0,2007.0,12.762275578628596
51,0.0,4.0,3.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,6.0,6240.0,360.0,1176.0,0.0,2.0,0.0,6.0,6.0,1.0,0.0,3.0,1.0,6.0,112.0,0.0,0.0,1934.0,1950.0,9.0,2006.0,18.349358974358974
52,2.0,4.0,1.0,1.0,8.0,2.0,1.0,4.0,0.0,4.0,6.0,8472.0,0.0,816.0,0.0,2.0,0.0,5.0,5.0,1.0,0.0,2.0,1.0,5.0,106.0,0.0,0.0,1963.0,1963.0,5.0,2010.0,12.983947119924457
53,0.0,3.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,50271.0,0.0,1842.0,0.0,3.0,0.0,9.0,5.0,0.0,1.0,0.0,1.0,5.0,857.0,72.0,0.0,1981.0,1987.0,11.0,2006.0,7.658490978894393
54,0.0,3.0,3.0,1.0,2.0,2.0,1.0,4.0,1.0,4.0,2.0,7134.0,0.0,1360.0,0.0,2.0,0.0,5.0,5.0,1.0,0.0,3.0,1.0,6.0,0.0,50.0,0.0,1955.0,1955.0,2.0,2007.0,18.22259601906364
55,0.0,3.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,10175.0,0.0,1425.0,0.0,2.0,0.0,6.0,5.0,2.0,0.0,3.0,1.0,7.0,0.0,0.0,,1964.0,1964.0,7.0,2008.0,17.73955773955774
56,3.0,1.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,2645.0,0.0,1739.0,0.0,2.0,0.0,8.0,5.0,2.0,1.0,3.0,1.0,7.0,115.0,0.0,0.0,1999.0,2000.0,8.0,2009.0,65.21739130434783
57,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,11645.0,0.0,1720.0,,2.0,0.0,7.0,5.0,2.0,1.0,3.0,1.0,7.0,0.0,70.0,0.0,2004.0,2004.0,8.0,2006.0,16.874194933447832
58,0.0,3.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,13682.0,0.0,2945.0,0.0,3.0,0.0,10.0,5.0,3.0,1.0,3.0,1.0,10.0,192.0,0.0,0.0,2006.0,2006.0,10.0,2006.0,32.06987282561029
59,0.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,7200.0,0.0,780.0,0.0,1.0,0.0,5.0,7.0,1.0,0.0,2.0,1.0,4.0,196.0,0.0,0.0,1972.0,1972.0,1.0,2008.0,17.34722222222222
60,0.0,3.0,3.0,0.0,5.0,2.0,1.0,0.0,1.0,4.0,6.0,13072.0,0.0,1158.0,,2.0,,6.0,5.0,1.0,1.0,3.0,1.0,5.0,0.0,50.0,0.0,2004.0,2004.0,5.0,2006.0,12.086903304773562
61,0.0,4.0,3.0,0.0,2.0,2.0,1.0,4.0,0.0,4.0,6.0,7200.0,0.0,1111.0,0.0,1.0,0.0,5.0,7.0,1.0,0.0,3.0,1.0,6.0,0.0,0.0,0.0,1920.0,1996.0,3.0,2007.0,14.027777777777779
62,4.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,6442.0,0.0,1370.0,0.0,2.0,0.0,8.0,5.0,2.0,0.0,2.0,1.0,6.0,120.0,49.0,0.0,2006.0,2006.0,10.0,2007.0,31.434337162371936
63,0.0,4.0,0.0,0.0,6.0,1.0,1.0,2.0,1.0,4.0,6.0,10300.0,0.0,1710.0,0.0,2.0,0.0,7.0,6.0,2.0,0.0,3.0,1.0,9.0,12.0,11.0,0.0,1921.0,1950.0,4.0,2010.0,13.592233009708737
64,0.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,9375.0,0.0,2034.0,0.0,2.0,,7.0,5.0,2.0,1.0,3.0,1.0,8.0,576.0,36.0,0.0,1997.0,1998.0,2.0,2009.0,23.413333333333334
65,0.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,9591.0,,2473.0,0.0,3.0,0.0,8.0,5.0,2.0,1.0,4.0,1.0,9.0,192.0,151.0,0.0,2004.0,2005.0,10.0,2007.0,33.05181941403399
66,0.0,3.0,3.0,0.0,3.0,2.0,1.0,4.0,1.0,4.0,2.0,19900.0,0.0,2207.0,0.0,2.0,0.0,7.0,5.0,2.0,0.0,3.0,1.0,7.0,301.0,0.0,0.0,1970.0,1989.0,7.0,2010.0,9.045226130653266
67,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,10665.0,0.0,1479.0,0.0,2.0,0.0,7.0,5.0,2.0,0.0,3.0,1.0,7.0,144.0,29.0,0.0,2003.0,2003.0,6.0,2007.0,21.190811064228786
68,0.0,4.0,3.0,0.0,0.0,2.0,1.0,4.0,1.0,2.0,6.0,4608.0,0.0,747.0,0.0,1.0,0.0,4.0,6.0,1.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,1945.0,1950.0,6.0,2010.0,17.36111111111111
69,0.0,3.0,3.0,0.0,2.0,2.0,2.0,4.0,1.0,4.0,6.0,15593.0,0.0,2287.0,0.0,2.0,0.0,,4.0,2.0,0.0,3.0,1.0,7.0,0.0,21.0,0.0,1953.0,1953.0,7.0,2006.0,14.429551721926506
70,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,6.0,13651.0,0.0,2223.0,0.0,2.0,0.0,,6.0,2.0,0.0,3.0,1.0,8.0,300.0,0.0,0.0,1973.0,1973.0,2.0,2007.0,17.874148414035602
71,0.0,3.0,3.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,6.0,7599.0,0.0,845.0,0.0,2.0,0.0,4.0,6.0,1.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,1982.0,2006.0,6.0,2007.0,17.041716015265166
72,0.0,3.0,0.0,0.0,2.0,2.0,1.0,,1.0,4.0,6.0,10141.0,0.0,1718.0,0.0,2.0,291.0,7.0,5.0,2.0,1.0,3.0,1.0,7.0,0.0,94.0,0.0,1998.0,1998.0,12.0,2009.0,18.242776846464846
73,0.0,3.0,3.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,10200.0,0.0,1086.0,0.0,2.0,0.0,5.0,7.0,1.0,0.0,3.0,1.0,6.0,0.0,0.0,0.0,1954.0,2003.0,5.0,2010.0,14.205882352941176
74,0.0,4.0,3.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,6.0,5790.0,0.0,1605.0,0.0,1.0,0.0,3.0,6.0,2.0,0.0,3.0,2.0,8.0,0.0,0.0,0.0,1915.0,1950.0,5.0,2010.0,18.54922279792746
75,3.0,4.0,3.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,6.0,1596.0,0.0,988.0,0.0,1.0,0.0,4.0,5.0,1.0,0.0,2.0,1.0,5.0,120.0,101.0,0.0,1973.0,1973.0,11.0,2009.0,57.01754385964912
76,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,8475.0,0.0,952.0,0.0,1.0,0.0,4.0,7.0,1.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,1956.0,1956.0,4.0,2008.0,16.01769911504425
77,0.0,4.0,3.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,2.0,8635.0,0.0,1285.0,0.0,1.0,0.0,5.0,5.0,1.0,0.0,2.0,1.0,6.0,0.0,0.0,0.0,1948.0,2001.0,1.0,2008.0,14.70758540822235
78,2.0,3.0,3.0,0.0,2.0,2.0,1.0,4.0,0.0,4.0,6.0,10778.0,0.0,,0.0,0.0,0.0,4.0,5.0,2.0,0.0,4.0,2.0,8.0,0.0,0.0,0.0,1968.0,1968.0,4.0,2010.0,12.664687326034516
79,0.0,4.0,3.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,10440.0,0.0,1230.0,0.0,2.0,0.0,5.0,6.0,1.0,1.0,2.0,1.0,5.0,74.0,0.0,0.0,1910.0,1981.0,,2009.0,10.53639846743295
80,0.0,3.0,3.0,0.0,2.0,2.0,1.0,4.0,1.0,2.0,6.0,13000.0,0.0,2142.0,0.0,1.0,252.0,6.0,6.0,2.0,1.0,4.0,1.0,8.0,0.0,72.0,0.0,1968.0,1968.0,6.0,2009.0,14.884615384615385
81,4.0,4.0,,0.0,2.0,2.0,1.0,0.0,1.0,2.0,6.0,4500.0,0.0,1337.0,0.0,2.0,0.0,6.0,5.0,2.0,0.0,2.0,1.0,5.0,0.0,199.0,0.0,1998.0,1998.0,3.0,2006.0,34.111111111111114
82,0.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,10206.0,0.0,1563.0,0.0,3.0,0.0,8.0,5.0,2.0,0.0,3.0,1.0,6.0,144.0,99.0,0.0,2007.0,2007.0,10.0,2008.0,24.005486968449933
83,0.0,3.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,8892.0,0.0,1065.0,0.0,2.0,0.0,5.0,5.0,1.0,1.0,3.0,1.0,6.0,,0.0,0.0,1960.0,1960.0,7.0,2007.0,14.226270805218174
84,0.0,3.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,8530.0,0.0,1474.0,0.0,2.0,0.0,7.0,5.0,2.0,1.0,3.0,1.0,7.0,120.0,72.0,0.0,1995.0,1996.0,5.0,2009.0,19.753810082063307
85,,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,16059.0,0.0,2417.0,0.0,2.0,0.0,,5.0,2.0,1.0,4.0,1.0,9.0,127.0,82.0,0.0,1991.0,1992.0,4.0,2006.0,16.19029827511053
86,0.0,3.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,11911.0,0.0,1560.0,0.0,2.0,0.0,6.0,5.0,2.0,1.0,3.0,1.0,6.0,100.0,38.0,0.0,2005.0,2005.0,3.0,2009.0,14.608345227101
87,4.0,1.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,3951.0,0.0,1224.0,0.0,2.0,0.0,6.0,5.0,2.0,1.0,2.0,1.0,4.0,0.0,,0.0,2009.0,2009.0,6.0,2009.0,41.6350291065553
88,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,1.0,6.0,8470.0,513.0,1526.0,0.0,0.0,,3.0,2.0,1.0,0.0,2.0,1.0,6.0,0.0,0.0,0.0,1915.0,1982.0,10.0,2009.0,10.035419126328216
89,0.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,8070.0,0.0,990.0,0.0,0.0,0.0,4.0,5.0,1.0,0.0,3.0,1.0,5.0,0.0,0.0,0.0,1994.0,1995.0,8.0,2007.0,15.315985130111525
90,0.0,3.0,3.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,6.0,,0.0,1040.0,0.0,2.0,0.0,4.0,5.0,1.0,0.0,2.0,1.0,4.0,0.0,29.0,0.0,1950.0,1950.0,7.0,2006.0,
91,0.0,3.0,3.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,6.0,8500.0,0.0,1235.0,0.0,,0.0,5.0,3.0,1.0,0.0,2.0,1.0,6.0,0.0,0.0,0.0,1961.0,1961.0,12.0,2006.0,11.6
92,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,6.0,13360.0,0.0,964.0,0.0,2.0,0.0,5.0,7.0,1.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,1921.0,2006.0,,2009.0,12.238023952095809
93,,0.0,3.0,0.0,2.0,2.0,2.0,0.0,0.0,4.0,6.0,7200.0,0.0,2291.0,0.0,2.0,99.0,6.0,6.0,2.0,0.0,4.0,2.0,9.0,0.0,0.0,0.0,1910.0,1998.0,11.0,2007.0,18.59722222222222
94,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,6.0,9337.0,0.0,1786.0,,2.0,0.0,6.0,5.0,2.0,1.0,3.0,1.0,7.0,,162.0,0.0,1997.0,1997.0,5.0,2007.0,
95,0.0,3.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,6.0,9765.0,0.0,1470.0,0.0,2.0,,6.0,8.0,2.0,1.0,3.0,1.0,6.0,232.0,63.0,0.0,1993.0,1993.0,4.0,2009.0,
96,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,10264.0,0.0,1588.0,0.0,2.0,0.0,7.0,5.0,2.0,0.0,3.0,1.0,6.0,158.0,29.0,0.0,1999.0,1999.0,8.0,2006.0,20.849571317225255
97,0.0,3.0,3.0,0.0,2.0,2.0,1.0,,1.0,4.0,6.0,10921.0,0.0,960.0,0.0,1.0,0.0,4.0,5.0,1.0,,3.0,1.0,6.0,120.0,0.0,0.0,1965.0,1965.0,5.0,2007.0,8.675945426243018
98,0.0,3.0,3.0,0.0,2.0,2.0,1.0,1.0,0.0,4.0,6.0,10625.0,0.0,835.0,0.0,1.0,0.0,5.0,5.0,1.0,0.0,2.0,1.0,5.0,,0.0,0.0,1920.0,1950.0,5.0,2010.0,7.811764705882353
