,BldgType,MSZoning,LotShape,LandSlope,Condition1,Condition2,Heating,HeatingQC,CentralAir,ExterCond,Functional,LotArea,LowQualFinSF,GrLivArea,PoolArea,GarageCars,ScreenPorch,OverallQual,OverallCond,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,WoodDeckSF,OpenPorchSF,X3SsnPorch,YearBuilt,YearRemodAdd,MoSold,YrSold,SalePricePerSqf
17,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,4928.0,0.0,1004.0,0.0,2.0,0.0,6.0,7.0,1.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,1970.0,1970.0,3.0,2010.0,18.349358974358974
18,2.0,3.0,3.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,6.0,10791.0,0.0,1296.0,0.0,2.0,0.0,4.0,5.0,2.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0,1967.0,1967.0,10.0,2006.0,8.340283569641368
19,0.0,3.0,3.0,0.0,5.0,2.0,1.0,0.0,1.0,4.0,6.0,13695.0,0.0,1114.0,0.0,2.0,0.0,5.0,5.0,1.0,1.0,3.0,1.0,6.0,0.0,102.0,0.0,2004.0,2004.0,6.0,2008.0,11.610076670317634
20,0.0,3.0,3.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,2.0,7560.0,0.0,1339.0,0.0,1.0,0.0,5.0,6.0,1.0,0.0,3.0,1.0,6.0,0.0,0.0,0.0,1958.0,1965.0,5.0,2009.0,18.386243386243386
21,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,14215.0,0.0,2376.0,0.0,3.0,0.0,8.0,5.0,3.0,1.0,4.0,1.0,9.0,240.0,154.0,0.0,2005.0,2006.0,11.0,2006.0,22.884277172001408
22,0.0,4.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,7449.0,0.0,1108.0,0.0,1.0,0.0,7.0,7.0,1.0,0.0,3.0,1.0,6.0,0.0,0.0,0.0,1930.0,1950.0,6.0,2007.0,18.71392133172238
23,0.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,9742.0,0.0,1795.0,0.0,2.0,0.0,8.0,5.0,2.0,0.0,3.0,1.0,7.0,171.0,159.0,0.0,2002.0,2002.0,9.0,2008.0,23.609115171422705
24,4.0,4.0,3.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,6.0,2289.0,0.0,1060.0,0.0,2.0,0.0,5.0,7.0,1.0,0.0,3.0,1.0,6.0,100.0,110.0,0.0,1976.0,1976.0,6.0,2007.0,33.57368183866607
25,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,6.0,8246.0,0.0,1060.0,0.0,1.0,0.0,5.0,8.0,1.0,0.0,3.0,1.0,6.0,406.0,90.0,0.0,1968.0,2001.0,5.0,2010.0,18.67572156196944
26,0.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,14230.0,0.0,1600.0,0.0,3.0,0.0,8.0,5.0,2.0,0.0,3.0,1.0,7.0,0.0,56.0,0.0,2007.0,2007.0,7.0,2009.0,18.011243851018975
27,0.0,3.0,3.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,6.0,7200.0,0.0,900.0,0.0,2.0,0.0,5.0,7.0,1.0,0.0,3.0,1.0,5.0,222.0,32.0,0.0,1951.0,2000.0,5.0,2010.0,18.72222222222222
28,0.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,11478.0,0.0,1704.0,0.0,3.0,0.0,8.0,5.0,2.0,0.0,3.0,1.0,7.0,0.0,50.0,0.0,2007.0,2008.0,1.0,2010.0,26.659696811291166
29,0.0,3.0,0.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,6.0,16321.0,0.0,1600.0,0.0,1.0,0.0,5.0,6.0,1.0,0.0,2.0,1.0,6.0,288.0,258.0,0.0,1957.0,1997.0,12.0,2006.0,12.713681759696097
30,0.0,4.0,0.0,0.0,1.0,6.0,1.0,1.0,0.0,4.0,6.0,6324.0,0.0,520.0,0.0,1.0,0.0,4.0,6.0,1.0,0.0,1.0,1.0,4.0,49.0,0.0,0.0,1927.0,1950.0,5.0,2008.0,10.831752055660974
31,0.0,0.0,3.0,0.0,1.0,2.0,1.0,4.0,0.0,1.0,6.0,8500.0,0.0,1317.0,0.0,1.0,0.0,4.0,4.0,1.0,0.0,3.0,1.0,6.0,0.0,54.0,0.0,1920.0,1950.0,7.0,2008.0,4.705882352941177
32,0.0,3.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,8544.0,0.0,1228.0,0.0,1.0,0.0,5.0,6.0,1.0,1.0,3.0,1.0,6.0,0.0,65.0,0.0,1966.0,1965.0,6.0,2008.0,17.480102996254683
33,0.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,11049.0,0.0,1520.0,0.0,2.0,0.0,8.0,5.0,2.0,0.0,3.0,1.0,7.0,0.0,30.0,0.0,2007.0,2007.0,1.0,2008.0,16.282016472078922
34,0.0,3.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,10552.0,0.0,1700.0,0.0,2.0,0.0,5.0,5.0,1.0,1.0,4.0,1.0,6.0,0.0,38.0,0.0,1959.0,1959.0,4.0,2010.0,15.684230477634571
35,4.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,7313.0,0.0,1561.0,0.0,2.0,0.0,9.0,5.0,2.0,0.0,2.0,1.0,6.0,203.0,47.0,0.0,2005.0,2005.0,7.0,2007.0,37.94612334199371
36,0.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,13418.0,0.0,2452.0,0.0,3.0,0.0,8.0,5.0,3.0,1.0,4.0,1.0,9.0,113.0,32.0,0.0,2004.0,2005.0,9.0,2006.0,23.02876732747056
37,0.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,10859.0,0.0,1097.0,0.0,2.0,0.0,5.0,5.0,1.0,1.0,3.0,1.0,6.0,392.0,64.0,0.0,1994.0,2004.0,6.0,2009.0,13.352979095681002
38,0.0,3.0,3.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,8532.0,0.0,1297.0,0.0,2.0,0.0,5.0,6.0,1.0,0.0,3.0,1.0,5.0,0.0,0.0,0.0,1954.0,1990.0,10.0,2009.0,17.932489451476794
39,0.0,3.0,3.0,0.0,2.0,2.0,1.0,4.0,1.0,2.0,6.0,7922.0,0.0,1057.0,0.0,1.0,0.0,5.0,7.0,1.0,0.0,3.0,1.0,5.0,0.0,52.0,0.0,1953.0,2007.0,1.0,2010.0,13.759151729361273
40,2.0,3.0,3.0,0.0,2.0,2.0,1.0,4.0,0.0,4.0,6.0,6040.0,0.0,1152.0,0.0,0.0,0.0,4.0,5.0,2.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0,1955.0,1955.0,6.0,2008.0,13.57615894039735
41,0.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,8658.0,0.0,1324.0,0.0,2.0,0.0,6.0,5.0,2.0,0.0,3.0,1.0,6.0,0.0,138.0,0.0,1965.0,1965.0,12.0,2006.0,18.48001848001848
42,0.0,3.0,3.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,6.0,16905.0,0.0,1328.0,0.0,1.0,0.0,5.0,6.0,1.0,1.0,2.0,1.0,5.0,0.0,104.0,0.0,1959.0,1959.0,7.0,2007.0,10.056196391600118
43,0.0,3.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,9101.0,0.0,884.0,0.0,2.0,0.0,5.0,7.0,1.0,0.0,2.0,1.0,5.0,240.0,0.0,0.0,1983.0,1983.0,12.0,2007.0,15.332512315270936
44,0.0,3.0,0.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,6.0,9200.0,0.0,938.0,0.0,1.0,0.0,5.0,6.0,1.0,0.0,3.0,1.0,5.0,145.0,0.0,0.0,1975.0,1980.0,7.0,2008.0,14.157608695652174
45,0.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,7945.0,0.0,1150.0,0.0,1.0,0.0,5.0,6.0,1.0,0.0,3.0,1.0,6.0,0.0,0.0,0.0,1959.0,1959.0,5.0,2006.0,17.74701069855255
46,4.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,7658.0,0.0,1752.0,0.0,2.0,0.0,9.0,5.0,2.0,0.0,2.0,1.0,6.0,196.0,82.0,0.0,2005.0,2005.0,2.0,2010.0,41.773308957952466
47,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,12822.0,0.0,2149.0,0.0,2.0,198.0,7.0,5.0,1.0,1.0,1.0,1.0,6.0,168.0,43.0,0.0,2003.0,2003.0,8.0,2009.0,18.693339572609577
48,0.0,1.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,11096.0,0.0,1656.0,0.0,3.0,0.0,8.0,5.0,2.0,0.0,3.0,1.0,7.0,0.0,146.0,0.0,2006.0,2006.0,7.0,2007.0,22.50360490266763
49,1.0,4.0,3.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,4456.0,0.0,1452.0,0.0,0.0,0.0,4.0,5.0,2.0,0.0,2.0,3.0,8.0,0.0,0.0,0.0,1920.0,2008.0,6.0,2009.0,25.359066427289047
50,0.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,7742.0,0.0,955.0,0.0,1.0,0.0,5.0,7.0,1.0,0.0,3.0,1.0,6.0,0.0,0.0,0.0,1966.0,1966.0,1.0,2007.0,16.404029966416946
51,0.0,3.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,13869.0,0.0,1470.0,0.0,2.0,0.0,6.0,6.0,2.0,0.0,3.0,1.0,6.0,0.0,75.0,0.0,1997.0,1997.0,7.0,2007.0,12.762275578628596
52,0.0,4.0,3.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,6.0,6240.0,360.0,1176.0,0.0,2.0,0.0,6.0,6.0,1.0,0.0,3.0,1.0,6.0,112.0,0.0,0.0,1934.0,1950.0,9.0,2006.0,18.349358974358974
53,2.0,4.0,1.0,1.0,8.0,2.0,1.0,4.0,0.0,4.0,6.0,8472.0,0.0,816.0,0.0,2.0,0.0,5.0,5.0,1.0,0.0,2.0,1.0,5.0,106.0,0.0,0.0,1963.0,1963.0,5.0,2010.0,12.983947119924457
54,0.0,3.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,50271.0,0.0,1842.0,0.0,3.0,0.0,9.0,5.0,0.0,1.0,0.0,1.0,5.0,857.0,72.0,0.0,1981.0,1987.0,11.0,2006.0,7.658490978894393
55,0.0,3.0,3.0,1.0,2.0,2.0,1.0,4.0,1.0,4.0,2.0,7134.0,0.0,1360.0,0.0,2.0,0.0,5.0,5.0,1.0,0.0,3.0,1.0,6.0,0.0,50.0,0.0,1955.0,1955.0,2.0,2007.0,18.22259601906364
56,0.0,3.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,10175.0,0.0,1425.0,0.0,2.0,0.0,6.0,5.0,2.0,0.0,3.0,1.0,7.0,0.0,0.0,0.0,1964.0,1964.0,7.0,2008.0,17.73955773955774
57,3.0,1.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,2645.0,0.0,1739.0,0.0,2.0,0.0,8.0,5.0,2.0,1.0,3.0,1.0,7.0,115.0,0.0,0.0,1999.0,2000.0,8.0,2009.0,65.21739130434783
58,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,11645.0,0.0,1720.0,0.0,2.0,0.0,7.0,5.0,2.0,1.0,3.0,1.0,7.0,0.0,70.0,0.0,2004.0,2004.0,8.0,2006.0,16.874194933447832
59,0.0,3.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,13682.0,0.0,2945.0,0.0,3.0,0.0,10.0,5.0,3.0,1.0,3.0,1.0,10.0,192.0,0.0,0.0,2006.0,2006.0,10.0,2006.0,32.06987282561029
60,0.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,7200.0,0.0,780.0,0.0,1.0,0.0,5.0,7.0,1.0,0.0,2.0,1.0,4.0,196.0,0.0,0.0,1972.0,1972.0,1.0,2008.0,17.34722222222222
61,0.0,3.0,3.0,0.0,5.0,2.0,1.0,0.0,1.0,4.0,6.0,13072.0,0.0,1158.0,0.0,2.0,0.0,6.0,5.0,1.0,1.0,3.0,1.0,5.0,0.0,50.0,0.0,2004.0,2004.0,5.0,2006.0,12.086903304773562
62,0.0,4.0,3.0,0.0,2.0,2.0,1.0,4.0,0.0,4.0,6.0,7200.0,0.0,1111.0,0.0,1.0,0.0,5.0,7.0,1.0,0.0,3.0,1.0,6.0,0.0,0.0,0.0,1920.0,1996.0,3.0,2007.0,14.027777777777779
63,4.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,6442.0,0.0,1370.0,0.0,2.0,0.0,8.0,5.0,2.0,0.0,2.0,1.0,6.0,120.0,49.0,0.0,2006.0,2006.0,10.0,2007.0,31.434337162371936
64,0.0,4.0,0.0,0.0,6.0,1.0,1.0,2.0,1.0,4.0,6.0,10300.0,0.0,1710.0,0.0,2.0,0.0,7.0,6.0,2.0,0.0,3.0,1.0,9.0,12.0,11.0,0.0,1921.0,1950.0,4.0,2010.0,13.592233009708737
65,0.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,9375.0,0.0,2034.0,0.0,2.0,0.0,7.0,5.0,2.0,1.0,3.0,1.0,8.0,576.0,36.0,0.0,1997.0,1998.0,2.0,2009.0,23.413333333333334
66,0.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,9591.0,0.0,2473.0,0.0,3.0,0.0,8.0,5.0,2.0,1.0,4.0,1.0,9.0,192.0,151.0,0.0,2004.0,2005.0,10.0,2007.0,33.05181941403399
67,0.0,3.0,3.0,0.0,3.0,2.0,1.0,4.0,1.0,4.0,2.0,19900.0,0.0,2207.0,0.0,2.0,0.0,7.0,5.0,2.0,0.0,3.0,1.0,7.0,301.0,0.0,0.0,1970.0,1989.0,7.0,2010.0,9.045226130653266
68,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,10665.0,0.0,1479.0,0.0,2.0,0.0,7.0,5.0,2.0,0.0,3.0,1.0,7.0,144.0,29.0,0.0,2003.0,2003.0,6.0,2007.0,21.190811064228786
69,0.0,4.0,3.0,0.0,0.0,2.0,1.0,4.0,1.0,2.0,6.0,4608.0,0.0,747.0,0.0,1.0,0.0,4.0,6.0,1.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,1945.0,1950.0,6.0,2010.0,17.36111111111111
70,0.0,3.0,3.0,0.0,2.0,2.0,2.0,4.0,1.0,4.0,6.0,15593.0,0.0,2287.0,0.0,2.0,0.0,5.0,4.0,2.0,0.0,3.0,1.0,7.0,0.0,21.0,0.0,1953.0,1953.0,7.0,2006.0,14.429551721926506
71,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,6.0,13651.0,0.0,2223.0,0.0,2.0,0.0,5.0,6.0,2.0,0.0,3.0,1.0,8.0,300.0,0.0,0.0,1973.0,1973.0,2.0,2007.0,17.874148414035602
72,0.0,3.0,3.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,6.0,7599.0,0.0,845.0,0.0,2.0,0.0,4.0,6.0,1.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,1982.0,2006.0,6.0,2007.0,17.041716015265166
73,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,10141.0,0.0,1718.0,0.0,2.0,291.0,7.0,5.0,2.0,1.0,3.0,1.0,7.0,0.0,94.0,0.0,1998.0,1998.0,12.0,2009.0,18.242776846464846
74,0.0,3.0,3.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,10200.0,0.0,1086.0,0.0,2.0,0.0,5.0,7.0,1.0,0.0,3.0,1.0,6.0,0.0,0.0,0.0,1954.0,2003.0,5.0,2010.0,14.205882352941176
75,0.0,4.0,3.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,6.0,5790.0,0.0,1605.0,0.0,1.0,0.0,3.0,6.0,2.0,0.0,3.0,2.0,8.0,0.0,0.0,0.0,1915.0,1950.0,5.0,2010.0,18.54922279792746
76,3.0,4.0,3.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,6.0,1596.0,0.0,988.0,0.0,1.0,0.0,4.0,5.0,1.0,0.0,2.0,1.0,5.0,120.0,101.0,0.0,1973.0,1973.0,11.0,2009.0,57.01754385964912
77,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,8475.0,0.0,952.0,0.0,1.0,0.0,4.0,7.0,1.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,1956.0,1956.0,4.0,2008.0,16.01769911504425
78,0.0,4.0,3.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,2.0,8635.0,0.0,1285.0,0.0,1.0,0.0,5.0,5.0,1.0,0.0,2.0,1.0,6.0,0.0,0.0,0.0,1948.0,2001.0,1.0,2008.0,14.70758540822235
79,2.0,3.0,3.0,0.0,2.0,2.0,1.0,4.0,0.0,4.0,6.0,10778.0,0.0,980.0,0.0,0.0,0.0,4.0,5.0,2.0,0.0,4.0,2.0,8.0,0.0,0.0,0.0,1968.0,1968.0,4.0,2010.0,12.664687326034516
80,0.0,4.0,3.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,10440.0,0.0,1230.0,0.0,2.0,0.0,5.0,6.0,1.0,1.0,2.0,1.0,5.0,74.0,0.0,0.0,1910.0,1981.0,9.0,2009.0,10.53639846743295
81,0.0,3.0,3.0,0.0,2.0,2.0,1.0,4.0,1.0,2.0,6.0,13000.0,0.0,2142.0,0.0,1.0,252.0,6.0,6.0,2.0,1.0,4.0,1.0,8.0,0.0,72.0,0.0,1968.0,1968.0,6.0,2009.0,14.884615384615385
82,4.0,4.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,6.0,4500.0,0.0,1337.0,0.0,2.0,0.0,6.0,5.0,2.0,0.0,2.0,1.0,5.0,0.0,199.0,0.0,1998.0,1998.0,3.0,2006.0,34.111111111111114
83,0.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,10206.0,0.0,1563.0,0.0,3.0,0.0,8.0,5.0,2.0,0.0,3.0,1.0,6.0,144.0,99.0,0.0,2007.0,2007.0,10.0,2008.0,24.005486968449933
84,0.0,3.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,8892.0,0.0,1065.0,0.0,2.0,0.0,5.0,5.0,1.0,1.0,3.0,1.0,6.0,0.0,0.0,0.0,1960.0,1960.0,7.0,2007.0,14.226270805218174
85,0.0,3.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,8530.0,0.0,1474.0,0.0,2.0,0.0,7.0,5.0,2.0,1.0,3.0,1.0,7.0,120.0,72.0,0.0,1995.0,1996.0,5.0,2009.0,19.753810082063307
86,0.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,16059.0,0.0,2417.0,0.0,2.0,0.0,8.0,5.0,2.0,1.0,4.0,1.0,9.0,127.0,82.0,0.0,1991.0,1992.0,4.0,2006.0,16.19029827511053
87,0.0,3.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,11911.0,0.0,1560.0,0.0,2.0,0.0,6.0,5.0,2.0,1.0,3.0,1.0,6.0,100.0,38.0,0.0,2005.0,2005.0,3.0,2009.0,14.608345227101
88,4.0,1.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,3951.0,0.0,1224.0,0.0,2.0,0.0,6.0,5.0,2.0,1.0,2.0,1.0,4.0,0.0,144.0,0.0,2009.0,2009.0,6.0,2009.0,41.6350291065553
89,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,1.0,6.0,8470.0,513.0,1526.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,2.0,1.0,6.0,0.0,0.0,0.0,1915.0,1982.0,10.0,2009.0,10.035419126328216
90,0.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,8070.0,0.0,990.0,0.0,0.0,0.0,4.0,5.0,1.0,0.0,3.0,1.0,5.0,0.0,0.0,0.0,1994.0,1995.0,8.0,2007.0,15.315985130111525
91,0.0,3.0,3.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,6.0,6240.0,0.0,1040.0,0.0,2.0,0.0,4.0,5.0,1.0,0.0,2.0,1.0,4.0,0.0,29.0,0.0,1950.0,1950.0,7.0,2006.0,19.285714285714285
92,0.0,3.0,3.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,6.0,8500.0,0.0,1235.0,0.0,1.0,0.0,5.0,3.0,1.0,0.0,2.0,1.0,6.0,0.0,0.0,0.0,1961.0,1961.0,12.0,2006.0,11.6
93,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,6.0,13360.0,0.0,964.0,0.0,2.0,0.0,5.0,7.0,1.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,1921.0,2006.0,6.0,2009.0,12.238023952095809
94,2.0,0.0,3.0,0.0,2.0,2.0,2.0,0.0,0.0,4.0,6.0,7200.0,0.0,2291.0,0.0,2.0,99.0,6.0,6.0,2.0,0.0,4.0,2.0,9.0,0.0,0.0,0.0,1910.0,1998.0,11.0,2007.0,18.59722222222222
95,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,6.0,9337.0,0.0,1786.0,0.0,2.0,0.0,6.0,5.0,2.0,1.0,3.0,1.0,7.0,55.0,162.0,0.0,1997.0,1997.0,5.0,2007.0,23.093564088696592
96,0.0,3.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,6.0,9765.0,0.0,1470.0,0.0,2.0,0.0,6.0,8.0,2.0,1.0,3.0,1.0,6.0,232.0,63.0,0.0,1993.0,1993.0,4.0,2009.0,20.24452910427926
97,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,6.0,10264.0,0.0,1588.0,0.0,2.0,0.0,7.0,5.0,2.0,0.0,3.0,1.0,6.0,158.0,29.0,0.0,1999.0,1999.0,8.0,2006.0,20.849571317225255
